一类动词,,会う,见面，碰见,会います,あって,あわない,あった,あえ,あおう,あえば,あえる,あわれる,あわせる
一类动词,,合う,与……一致,合います,あって,あわない,あった,ー,ー,あえば,ー,ー,あわせる
一类动词,,上げる,（从地处向高处）上，登,上がります,あがって,あがらない,あがった,あがれ,あがろう,あがれば,あがれる,あがられる,あがらせる
一类动词,,開く,开，打开，开着,開きます,あいて,あかない,あいた,あけ,ー,あけば,ー,ー,ー
一类动词,,空く,空，闲，无人使用,空きます,あいて,あかない,あいた,ー,ー,あけば,ー,ー,ー
一类动词,,預かる,收存，保管，代人保管,預かります,あずかって,あずからない,あずかった,あずかれ,あずかろう,あずかれば,あずかられる,あずかられる,あずからせる
一类动词,,遊ぶ,游玩，玩耍；闲置,遊びます,あそんで,あそばない,あそんだ,あそべ,あそぼう,あそべぼ,あそべる,あそばれる,あそばせる
一类动词,,当たる,碰上；猜中；相当于,当たります,あたって,あたらない,あたった,あたれ,あたろう,あたれば,あたれる,あたられる,あたらせる
一类动词,,集まる,集合，聚集；汇合,集まります,あつまって,あつまらない,あつまった,あつまれ,あるまろう,あつまれば,あつまれる,あつまられる,あつまらせる
一类动词,,謝る,赔礼道歉,謝ります,あやまって,あやまらない,あやまった,あやまれ,あやまろう,あやまれば,あやまられる,あやまられる,あやまらせる
一类动词,,洗う,洗，冲洗；调查，查清,洗います,あらって,あらわない,あらった,あらえ,あらおう,あらえば,あらえる,あらわれる,あらわせる
一类动词,,ある,有,あります,あって,ない,あった,ー,ー,あれば,ー,ー,ー
一类动词,,歩く,走，步行,歩きます,あるいて,あるかない,あるいた,あるけ,あるこう,あるけば,あるける,あるかれる,あるかせる
一类动词,,言う,说，讲；叫做，称为,言います,いって,いわない,いった,いえ,いおう,いえば,いえる,いわれる,いわせる
一类动词,,行く,去，走；进行，进展,行きます,いって,いかない,いった,いけ,いこう,いけば,いける,いかれる,いかせる
一类动词,,急ぐ,急忙，赶忙,急ぎます,いそいで,いそがない,いそいだ,いそげ,いそごう,いそげば,いそげる,いそがける,いそがせる
一类动词,,いたす,（自谦）做，办；尽力,いたします,いたして,いたさない,いたした,いたせ,いたそう,いたせば,ー,ー,ー
一类动词,,いただく,领取，领受；（自谦）吃，喝,いただきます,いただいて,いただかない,いただいた,いただけ,いただこう,いただけば,いただける,ー,ー
一类动词,,至る,到；来到,至ります,いたって,いたらない,いたった,いたけ,いたろう,いたれば,いたれる,いたられる,いたらせる
一类动词,,いらっしゃる,来，去，在,いらっしゃいます,いらっしゃって,いらっしゃらない,いらっしゃった,いらっしゃい,ー,いらっしゃれば,ー,ー,ー
一类动词,,入り組む,复杂,入り組みます,いりくんで,いりくまない,いりくんだ,ー,ー,いりくめば,ー,ー,いりくませる
一类动词,,要る,要，需要,要ります,いって,いらない,いった,ー,ー,いれば,ー,ー,ー
一类动词,,祝う,庆祝，祝贺,祝います,いわって,いわわない,いわった,いわえ,いわおう,いわえば,いわえる,いわわれる,いわわせる
一类动词,,伺う,问，打听,伺います,うかがって,うかがわない,うかがった,うかがえ,うかがおう,うかがえば,うかがえる,ー,うかがわせる
一类动词,,浮かぶ,漂，浮，浮现，想起,浮かびます,うかんで,うかばない,うかんだ,うかべ,ー,うかべば,うかべられる,うかべれる,うかばせる
一类动词,,動かす,动摇，移动；感动,動かします,うごかして,うごかさない,うごかした,うごかせ,うごかそう,うごかせば,うごかせる,うごかされる,うごかさせる
一类动词,,動く,动，移动，转移,動きます,うごいて,うごかない,うごいた,うごけ,うごこう,うごけば,うごける,うごかれる,うごかせる
一类动词,,歌う,唱歌,歌います,うたって,うたわない,うたった,うたえ,うたおう,うたえば,うたえる,うたわれる,うたわせる
一类动词,,売る,卖，出售,売ります,うって,うらない,うった,うれ,うろう,うれば,うれる,うられる,うらせる
一类动词,,選ぶ,选，挑选，选择,選びます,えらんで,えらばない,えらんだ,えらべ,えらぼう,えらべば,えらべる,えらばれる,えらばせる
一类动词,,おいでになる,,おいでになります,おいでになって,おいでにならない,おいでになった,ー,ー,おいでになれば,おいでになれる,おいでになられる,ー
一类动词,,置く,放置，设置,置きます,おいて,おかない,おいた,おけ,おこう,おけば,おける,おかれる,おかせる
一类动词,,送る,寄，送；送行,送ります,おくって,おくらない,おくった,おくれ,おくろう,おくれば,おくれる,おくられる,おくらせる
一类动词,,起こす,叫醒，唤醒；使发生,起こします,おこして,おこさない,おこした,おこせ,おこおう,おこせば,おこせる,おこされる,おこさせる
一类动词,,行い,做，进行，举行,行います,おこなって,おこなわない,おこなった,おこなえ,おこなおう,おこなえば,おこなえる,おこなわれる,おこなわせる
一类动词,,怒る,发怒，生气,怒ります,おこって,おこらない,おこった,おこれ,おころう,おこれば,おこれる,おこられる,おこらせる
一类动词,,押す,推，挤；压，按,押します,おして,おさない,おした,おせ,おそう,おせば,おせる,おされる,おさせる
一类动词,,おっしゃる,说，叫，称,おっしゃいます,おっしゃって,おっしゃらない,おっしゃった,ー,ー,おっしゃれば,ー,おっしゃられる,ー


一类动词,,落とす,丢失，失落；降低，减低,落とします,おとして,おとさない,おとした,おとせ,おとそう,おとせば,おとせる,おとされる,おとさせる
一类动词,,踊る,跳舞,踊ります,おどって,おどらない,おどった,おどれ,おどろう,おどれば,おどれる,おどられる,おどらせる
一类动词,,驚く,吃惊，惊讶,驚きます,おどろいて,おどろかない,おどろいた,おどろけ,おどろこう,おどろけば,おどろける,おどろかける,おどろかせる
一类动词,,思い出す,想起，相出,思い出します,おもいだして,おもいださない,おもいだした,おもいだせ,おもいだそう,おもいだせば,おもいだせる,おもいだされる,おもいださせる
一类动词,,思う,想，认为，以为,思います,おもって,おもわない,おもった,おもえ,おもおう,おもえば,おもえる,おもわれる,おもわせる
一类动词,,泳ぐ,游泳,泳ぎます,およいで,およかない,およいだ,およげ,およごう,およげば,およげる,およがれる,およがせる
一类动词,,おる,折断，弄断；（自谦）有，在,おります,おって,ー,おった,ー,ー,ー,ー,ー,ー
一类动词,,下ろす,拿下，取下,下ろします,おろして,おろさない,おろした,おろせ,おろそう,おろせば,おろせる,おろされる,おろさせる
一类动词,,終わる,结束，终了,終わります,おわって,おわらない,おわった,おわれ,おわろう,おわれば,おわれる,おわられる,おわらせる
一类动词,,買う,买，购买,買います,かって,かわない,かった,かえ,かおう,かえば,かえる,かわれる,かわせる
一类动词,,飼う,养，饲养,飼います,かって,かわない,かった,かえ,かおう,かえば,かえる,かわれる,かわせる
一类动词,,返す,还，归还；翻过来,返します,かえして,かえさない,かえした,かえせ,かえそう,かえせば,かえせる,かえされる,かえさせる
一类动词,,帰る,回来，回去,帰ります,かえって,かえらない,かえった,かえれ,かえろう,かえれば,かえれる,かえられる,かえらせる
一类动词,,かかる,花费，需要；挂着，悬着,かかります,かかって,かからない,かかった,かかれ,かかろう,かかれば,かかれる,かかられる,かからせる
一类动词,,掛かる,覆盖在…上,掛かります,かかって,かからない,かかった,かかれ,かかろう,かかれば,かかれる,かかられる,かからせる
一类动词,,書く,写,書きます,かいて,かかない,かいた,かけ,かこう,かけば,かける,かかれる,かかせる
一类动词,,かく,缺乏，缺少,かきます,かいて,かかない,かいた,かけ,かこう,かけば,かける,かかれる,かかせる
一类动词,,飾る,装饰，装修,飾ります,かざって,かざらない,かざった,かざれ,かざろう,かざれば,かざれる,かざられる,かざらせる
一类动词,,貸す,借出，出租,貸します,かして,かさない,かした,かせ,かそう,かせば,かせる,かされる,かさせる
一类动词,,稼ぐ,赚钱；赢得，取得,稼ぎます,かせいで,かせがない,かせいだ,かせげ,かせごう,かせげば,かせげる,かせがれる,かせがせる
一类动词,,勝つ,赢，获胜，战胜,勝ちます,かって,かたない,かった,かて,かとう,かてば,かてる,かたれる,かたせる
